;Booking_ID;number of adults;number of children;number of weekend nights;number of week nights;type of meal;car parking space;room type;lead time;market segment type;repeated;P-C;P-not-C;average price;special requests;booking status;date;day;month;year
11351;INN11352;3;0;1;2;Meal Plan 1;1;Room_Type 4;13;Online;0;0;0;192.67;1;0;2018-03-25;25;3;2018
11352;INN11353;2;0;0;1;Meal Plan 1;0;Room_Type 1;53;Online;0;0;0;135.9;1;0;2018-09-15;15;9;2018
11353;INN11354;2;0;2;5;Meal Plan 1;0;Room_Type 1;227;Online;0;0;0;92.29;0;1;2018-08-30;30;8;2018
11354;INN11355;2;0;0;4;Meal Plan 1;0;Room_Type 4;92;Offline;0;0;0;106.08;0;0;2018-05-24;24;5;2018
11355;INN11356;2;0;1;2;Meal Plan 1;0;Room_Type 4;67;Online;0;0;0;132.3;0;1;2018-10-17;17;10;2018
11356;INN11357;2;0;0;2;Meal Plan 2;0;Room_Type 1;320;Offline;0;0;0;115.0;1;1;2018-08-18;18;8;2018
11357;INN11358;2;0;0;1;Meal Plan 1;0;Room_Type 2;280;Online;0;0;0;94.95;1;1;2018-08-12;12;8;2018
11358;INN11359;2;0;1;3;Not Selected;0;Room_Type 1;180;Online;0;0;0;102.6;0;1;2018-10-10;10;10;2018
11359;INN11360;2;1;2;1;Not Selected;0;Room_Type 1;45;Online;0;0;0;96.33;1;0;2018-09-10;10;9;2018
11360;INN11361;2;0;2;1;Meal Plan 2;0;Room_Type 1;150;Offline;0;0;0;101.0;0;0;2018-01-02;2;1;2018
11361;INN11362;2;0;1;1;Meal Plan 1;0;Room_Type 1;180;Offline;0;0;0;100.0;1;0;2018-05-02;2;5;2018
11362;INN11363;2;0;2;2;Meal Plan 1;0;Room_Type 4;87;Online;0;0;0;118.35;0;1;2018-10-23;23;10;2018
11363;INN11364;2;0;0;2;Not Selected;0;Room_Type 1;15;Online;0;0;0;79.0;0;1;2018-02-12;12;2;2018
11364;INN11365;2;0;2;4;Meal Plan 1;0;Room_Type 1;24;Offline;0;0;0;85.0;0;0;2017-09-20;20;9;2017
11365;INN11366;3;0;1;4;Meal Plan 1;0;Room_Type 4;0;Online;0;0;0;134.57;3;0;2018-06-27;27;6;2018
11366;INN11367;2;1;1;5;Meal Plan 2;0;Room_Type 1;7;Online;0;0;0;169.17;0;1;2018-03-07;7;3;2018
11367;INN11368;2;0;2;1;Meal Plan 1;0;Room_Type 4;36;Online;0;0;0;123.97;1;1;2018-09-04;4;9;2018
11368;INN11369;1;0;0;2;Not Selected;0;Room_Type 1;57;Online;0;0;0;111.6;2;0;2018-05-18;18;5;2018
11369;INN11370;2;0;0;3;Meal Plan 1;0;Room_Type 4;161;Online;0;0;0;128.7;0;1;2018-05-19;19;5;2018
11370;INN11371;2;0;2;3;Meal Plan 1;0;Room_Type 1;152;Online;0;0;0;101.15;0;1;2018-07-22;22;7;2018
11371;INN11372;2;0;0;2;Meal Plan 1;0;Room_Type 1;122;Offline;0;0;0;85.0;0;0;2018-04-15;15;4;2018
11372;INN11373;2;0;0;2;Meal Plan 1;0;Room_Type 1;211;Offline;0;0;0;100.0;0;1;2018-05-20;20;5;2018
11373;INN11374;2;0;0;2;Meal Plan 1;0;Room_Type 1;5;Corporate;0;0;0;110.0;1;0;2018-05-24;24;5;2018
11374;INN11375;2;0;2;3;Meal Plan 1;0;Room_Type 1;157;Online;0;0;0;90.95;0;1;2018-06-26;26;6;2018
11375;INN11376;2;0;0;1;Meal Plan 1;0;Room_Type 1;4;Online;0;0;0;145.0;2;0;2017-09-22;22;9;2017
11376;INN11377;2;0;0;1;Meal Plan 1;0;Room_Type 1;289;Offline;0;0;0;67.0;0;0;2017-10-17;17;10;2017
11377;INN11378;1;0;0;2;Meal Plan 1;0;Room_Type 4;2;Online;0;0;0;147.0;0;0;2018-03-31;31;3;2018
11378;INN11379;2;0;1;3;Not Selected;1;Room_Type 1;5;Online;0;0;0;123.0;1;0;2017-10-19;19;10;2017
11379;INN11380;1;0;1;2;Meal Plan 1;0;Room_Type 1;237;Online;0;0;0;80.75;0;1;2017-09-14;14;9;2017
11380;INN11381;2;0;0;2;Meal Plan 1;0;Room_Type 1;67;Offline;0;0;0;68.0;0;0;2018-12-16;16;12;2018
11381;INN11382;2;1;0;1;Meal Plan 1;0;Room_Type 1;0;Online;0;0;0;178.0;0;0;2018-03-25;25;3;2018
11382;INN11383;2;0;2;3;Meal Plan 2;0;Room_Type 4;68;Online;0;0;0;130.9;1;0;2018-04-01;1;4;2018
11383;INN11384;2;0;2;2;Meal Plan 1;0;Room_Type 1;122;Online;0;0;0;114.3;1;1;2018-08-06;6;8;2018
11384;INN11385;2;0;2;1;Meal Plan 1;0;Room_Type 1;51;Offline;0;0;0;85.5;0;0;2018-06-26;26;6;2018
11385;INN11386;2;0;1;2;Meal Plan 1;0;Room_Type 1;56;Offline;0;0;0;72.25;0;0;2018-08-15;15;8;2018
11386;INN11387;2;0;2;1;Meal Plan 1;0;Room_Type 1;2;Online;0;0;0;109.0;1;0;2018-12-03;3;12;2018
11387;INN11388;2;0;2;1;Meal Plan 1;0;Room_Type 1;37;Offline;0;0;0;75.0;1;0;2018-10-30;30;10;2018
11388;INN11389;2;0;2;3;Meal Plan 1;0;Room_Type 1;63;Online;0;0;0;89.25;0;0;2017-10-10;10;10;2017
11389;INN11390;2;0;0;5;Meal Plan 1;0;Room_Type 1;140;Offline;0;0;0;70.0;0;0;2017-12-29;29;12;2017
11390;INN11391;2;0;0;2;Not Selected;0;Room_Type 1;163;Online;0;0;0;116.1;0;1;2018-09-07;7;9;2018
11391;INN11392;2;0;0;1;Meal Plan 1;0;Room_Type 1;64;Complementary;0;0;0;0.0;1;0;2018-10-15;15;10;2018
11392;INN11393;2;0;1;1;Meal Plan 1;0;Room_Type 1;109;Complementary;0;0;0;0.0;0;0;2018-10-03;3;10;2018
11393;INN11394;1;0;0;1;Meal Plan 1;0;Room_Type 1;4;Online;0;0;0;95.0;1;0;2017-09-02;2;9;2017
11394;INN11395;2;0;0;1;Meal Plan 1;0;Room_Type 1;1;Online;0;0;0;135.0;2;0;2017-12-31;31;12;2017
11395;INN11396;2;0;1;1;Not Selected;0;Room_Type 1;203;Online;0;0;0;95.4;1;0;2018-06-06;6;6;2018
11396;INN11397;2;0;0;3;Meal Plan 1;0;Room_Type 1;19;Offline;1;1;0;90.0;0;0;2017-10-06;6;10;2017
11397;INN11398;2;1;1;0;Meal Plan 1;0;Room_Type 1;6;Online;0;0;0;171.0;2;0;2018-08-07;7;8;2018
11398;INN11399;2;0;2;1;Meal Plan 1;0;Room_Type 2;274;Online;0;0;0;96.5;1;0;2018-07-31;31;7;2018
11399;INN11400;2;1;0;3;Meal Plan 1;0;Room_Type 1;5;Online;0;0;0;84.33;0;0;2018-03-22;22;3;2018
11400;INN11401;2;0;1;0;Not Selected;0;Room_Type 1;19;Online;0;0;0;129.0;2;0;2018-09-25;25;9;2018
11401;INN11402;2;0;1;3;Meal Plan 1;0;Room_Type 1;40;Online;0;0;0;111.83;0;1;2018-08-29;29;8;2018
11402;INN11403;2;0;0;1;Meal Plan 1;0;Room_Type 5;15;Corporate;1;1;5;109.0;0;0;2018-12-15;15;12;2018
11403;INN11404;1;0;2;1;Meal Plan 1;0;Room_Type 1;4;Corporate;1;3;28;65.0;0;0;2018-04-10;10;4;2018
11404;INN11405;1;0;0;1;Meal Plan 1;0;Room_Type 1;2;Aviation;0;0;0;95.0;0;0;2018-04-07;7;4;2018
11405;INN11406;2;0;1;3;Meal Plan 1;0;Room_Type 1;203;Online;0;0;0;90.95;0;1;2018-08-29;29;8;2018
11406;INN11407;2;0;0;2;Meal Plan 1;0;Room_Type 4;6;Online;0;0;0;137.0;1;0;2017-12-31;31;12;2017
11407;INN11408;1;2;2;2;Meal Plan 1;0;Room_Type 1;4;Online;0;0;0;111.0;1;0;2018-02-20;20;2;2018
11408;INN11409;2;0;2;3;Meal Plan 1;0;Room_Type 4;45;Online;0;0;0;96.9;2;0;2018-11-24;24;11;2018
11409;INN11410;2;0;1;4;Meal Plan 1;0;Room_Type 1;135;Online;0;0;0;107.95;1;1;2018-07-06;6;7;2018
11410;INN11411;2;1;0;1;Meal Plan 1;0;Room_Type 1;91;Online;0;0;0;121.5;2;1;2018-10-07;7;10;2018
11411;INN11412;2;0;2;1;Meal Plan 2;0;Room_Type 1;23;Offline;0;0;0;109.0;0;0;2018-01-02;2;1;2018
11412;INN11413;2;0;2;5;Meal Plan 1;0;Room_Type 1;121;Online;0;0;0;95.81;0;0;2018-06-26;26;6;2018
11413;INN11414;2;0;0;3;Meal Plan 1;0;Room_Type 1;37;Offline;0;0;0;105.0;0;0;2018-10-13;13;10;2018
11414;INN11415;1;0;0;2;Meal Plan 1;1;Room_Type 1;11;Online;0;0;0;97.0;0;0;2017-08-25;25;8;2017
11415;INN11416;1;0;1;2;Meal Plan 1;0;Room_Type 1;118;Offline;0;0;0;110.0;0;0;2018-06-06;6;6;2018
11416;INN11417;2;0;0;2;Meal Plan 2;0;Room_Type 1;377;Offline;0;0;0;115.0;1;1;2018-10-14;14;10;2018
11417;INN11418;1;0;2;4;Meal Plan 1;0;Room_Type 1;245;Offline;0;0;0;110.0;0;1;2018-07-06;6;7;2018
11418;INN11419;2;0;0;1;Meal Plan 1;0;Room_Type 1;180;Offline;0;0;0;70.0;0;1;2017-10-16;16;10;2017
11419;INN11420;2;0;0;4;Not Selected;0;Room_Type 1;29;Online;0;0;0;119.0;2;1;2018-10-19;19;10;2018
11420;INN11421;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;Offline;0;0;0;109.0;0;0;2017-10-16;16;10;2017
11421;INN11422;1;0;0;1;Meal Plan 1;0;Room_Type 1;5;Online;0;0;0;75.0;0;0;2018-01-09;9;1;2018
11422;INN11423;1;0;0;2;Meal Plan 1;0;Room_Type 1;85;Online;0;0;0;81.9;0;0;2018-04-01;1;4;2018
11423;INN11424;2;0;2;2;Meal Plan 1;0;Room_Type 1;133;Online;0;0;0;76.5;1;0;2017-08-14;14;8;2017
11424;INN11425;1;0;2;3;Meal Plan 1;0;Room_Type 1;115;Offline;0;0;0;76.0;0;0;2018-02-27;27;2;2018
11425;INN11426;2;1;2;1;Meal Plan 1;0;Room_Type 1;103;Online;0;0;0;130.5;3;0;2018-07-09;9;7;2018
11426;INN11427;2;0;2;1;Meal Plan 1;0;Room_Type 1;12;Online;0;0;0;124.0;2;0;2017-09-20;20;9;2017
11427;INN11428;2;0;1;2;Meal Plan 1;0;Room_Type 1;89;Offline;0;0;0;75.0;1;0;2018-05-09;9;5;2018
11428;INN11429;2;0;1;2;Not Selected;0;Room_Type 1;67;Online;0;0;0;91.2;1;1;2018-09-05;5;9;2018
11429;INN11430;2;0;0;1;Meal Plan 1;1;Room_Type 1;172;Online;0;0;0;99.9;1;0;2018-11-12;12;11;2018
11430;INN11431;1;0;0;1;Meal Plan 1;0;Room_Type 1;99;Corporate;0;0;0;81.0;0;0;2018-02-19;19;2;2018
11431;INN11432;2;0;0;2;Meal Plan 1;0;Room_Type 1;122;Offline;0;0;0;85.0;0;0;2018-04-15;15;4;2018
11432;INN11433;3;0;0;3;Meal Plan 2;0;Room_Type 1;88;Offline;0;0;0;138.0;1;0;2018-05-03;3;5;2018
11433;INN11434;2;0;0;1;Meal Plan 1;0;Room_Type 1;4;Online;0;0;0;169.0;0;1;2018-09-15;15;9;2018
11434;INN11435;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;Corporate;1;0;19;65.0;1;0;2018-04-05;5;4;2018
11435;INN11436;2;0;0;3;Meal Plan 1;0;Room_Type 1;51;Online;0;0;0;68.47;1;0;2018-12-08;8;12;2018
11436;INN11437;2;0;0;1;Meal Plan 1;0;Room_Type 1;45;Online;0;0;0;88.55;0;0;2017-10-23;23;10;2017
11437;INN11438;3;0;0;1;Meal Plan 1;0;Room_Type 4;40;Online;0;0;0;196.0;1;0;2018-10-21;21;10;2018
11438;INN11439;1;0;0;3;Meal Plan 1;0;Room_Type 1;8;Offline;0;0;0;56.0;0;0;2018-03-01;1;3;2018
11439;INN11440;2;0;2;1;Meal Plan 1;0;Room_Type 1;93;Offline;0;0;0;60.0;0;0;2018-03-05;5;3;2018
11440;INN11441;2;0;0;2;Meal Plan 1;0;Room_Type 4;145;Online;0;0;0;118.8;0;0;2018-07-28;28;7;2018
11441;INN11442;2;0;2;1;Not Selected;0;Room_Type 1;23;Online;0;0;0;79.0;1;1;2018-02-21;21;2;2018
11442;INN11443;2;0;0;2;Meal Plan 1;0;Room_Type 1;308;Offline;0;0;0;52.0;0;1;2018-11-25;25;11;2018
11443;INN11444;2;0;0;1;Meal Plan 1;0;Room_Type 1;56;Offline;0;0;0;120.0;0;0;2018-06-08;8;6;2018
11444;INN11445;2;0;0;3;Meal Plan 1;0;Room_Type 1;183;Offline;0;0;0;110.0;1;1;2018-09-08;8;9;2018
11445;INN11446;2;0;2;0;Meal Plan 1;0;Room_Type 4;11;Online;0;0;0;136.0;1;0;2017-10-04;4;10;2017
11446;INN11447;3;0;2;0;Meal Plan 1;0;Room_Type 4;90;Online;0;0;0;150.3;2;0;2018-08-21;21;8;2018
11447;INN11448;2;0;2;1;Meal Plan 1;0;Room_Type 1;33;Offline;0;0;0;85.5;0;0;2018-05-29;29;5;2018
11448;INN11449;2;0;0;1;Meal Plan 1;0;Room_Type 1;9;Corporate;1;3;13;75.0;0;0;2018-08-11;11;8;2018
11449;INN11450;2;0;0;1;Meal Plan 1;0;Room_Type 4;197;Online;0;0;0;86.9;1;1;2018-08-11;11;8;2018
11450;INN11451;1;0;2;3;Meal Plan 1;0;Room_Type 1;34;Online;0;0;0;90.9;2;0;2017-10-18;18;10;2017
11451;INN11452;2;0;0;3;Meal Plan 1;0;Room_Type 1;78;Offline;0;0;0;95.0;1;0;2018-09-29;29;9;2018
11452;INN11453;2;0;1;2;Meal Plan 1;0;Room_Type 2;81;Online;0;0;0;66.37;2;0;2018-01-29;29;1;2018
11453;INN11454;2;0;1;1;Meal Plan 1;0;Room_Type 4;73;Online;0;0;0;140.4;1;1;2018-08-06;6;8;2018
11454;INN11455;1;0;0;2;Meal Plan 1;0;Room_Type 1;30;Online;0;0;0;85.5;2;0;2017-09-16;16;9;2017
11455;INN11456;2;0;2;1;Meal Plan 2;0;Room_Type 1;54;Offline;0;0;0;102.0;0;0;2017-12-27;27;12;2017
11456;INN11457;2;0;0;2;Meal Plan 1;0;Room_Type 1;112;Offline;0;0;0;100.0;0;0;2018-06-02;2;6;2018
11457;INN11458;2;0;0;2;Not Selected;0;Room_Type 1;21;Online;0;0;0;72.38;0;1;2018-11-22;22;11;2018
11458;INN11459;2;1;0;2;Meal Plan 1;1;Room_Type 1;37;Online;0;0;0;135.0;1;0;2018-11-01;1;11;2018
11459;INN11460;2;0;0;4;Meal Plan 1;0;Room_Type 4;4;Online;0;0;0;146.0;1;0;2018-06-07;7;6;2018
11460;INN11461;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;Offline;0;0;0;75.0;0;1;2018-06-17;17;6;2018
11461;INN11462;2;1;2;3;Meal Plan 1;1;Room_Type 1;169;Online;0;0;0;134.52;2;1;2018-08-14;14;8;2018
11462;INN11463;2;0;1;3;Meal Plan 1;0;Room_Type 4;160;Online;0;0;0;131.4;1;1;2018-09-29;29;9;2018
11463;INN11464;2;0;1;2;Meal Plan 1;0;Room_Type 1;83;Online;0;0;0;84.9;1;0;2018-04-04;4;4;2018
11464;INN11465;2;0;2;3;Meal Plan 1;0;Room_Type 1;48;Online;0;0;0;111.6;0;0;2017-10-01;1;10;2017
11465;INN11466;3;0;0;2;Meal Plan 1;0;Room_Type 4;25;Online;0;0;0;187.0;2;0;2018-07-26;26;7;2018
11466;INN11467;2;1;0;2;Meal Plan 1;0;Room_Type 1;46;Online;0;0;0;134.1;1;0;2018-06-29;29;6;2018
11467;INN11468;2;0;0;1;Not Selected;0;Room_Type 1;9;Online;0;0;0;79.0;1;0;2018-02-13;13;2;2018
11468;INN11469;2;0;0;3;Meal Plan 1;1;Room_Type 1;8;Online;0;0;0;99.0;2;0;2017-08-13;13;8;2017
11469;INN11470;2;0;0;3;Meal Plan 1;0;Room_Type 1;44;Offline;0;0;0;75.0;0;0;2018-02-17;17;2;2018
11470;INN11471;2;0;0;3;Meal Plan 2;0;Room_Type 1;36;Offline;0;0;0;112.0;0;0;2017-10-13;13;10;2017
11471;INN11472;2;0;1;2;Meal Plan 1;0;Room_Type 1;159;Offline;0;0;0;144.0;1;1;2018-09-19;19;9;2018
11472;INN11473;3;0;0;3;Meal Plan 1;0;Room_Type 4;69;Online;0;0;0;140.7;1;0;2018-07-19;19;7;2018
11473;INN11474;2;0;0;2;Not Selected;0;Room_Type 1;21;Online;0;0;0;81.0;0;0;2018-02-25;25;2;2018
11474;INN11475;2;1;1;4;Meal Plan 1;0;Room_Type 4;33;Online;0;0;0;75.23;2;0;2018-02-08;8;2;2018
11475;INN11476;2;0;2;2;Not Selected;0;Room_Type 1;21;Online;0;0;0;60.0;0;0;2017-12-18;18;12;2017
11476;INN11477;2;0;1;2;Not Selected;0;Room_Type 1;128;Online;0;0;0;116.1;0;1;2018-06-10;10;6;2018
11477;INN11478;3;0;2;2;Meal Plan 1;0;Room_Type 4;110;Online;0;0;0;139.95;1;0;2018-07-22;22;7;2018
11478;INN11479;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;Online;0;0;0;135.0;0;0;2018-05-17;17;5;2018
11479;INN11480;1;0;0;1;Not Selected;0;Room_Type 1;1;Online;0;0;0;66.7;0;0;2018-01-14;14;1;2018
11480;INN11481;2;0;1;1;Meal Plan 1;0;Room_Type 1;67;Offline;0;0;0;72.25;0;0;2018-07-23;23;7;2018
11481;INN11482;2;0;2;5;Meal Plan 1;0;Room_Type 1;41;Offline;0;0;0;69.29;0;0;2018-12-27;27;12;2018
11482;INN11483;2;0;0;3;Meal Plan 1;0;Room_Type 1;179;Offline;0;0;0;72.25;1;0;2018-07-19;19;7;2018
11483;INN11484;2;0;0;1;Meal Plan 1;0;Room_Type 1;27;Offline;0;0;0;120.0;0;0;2018-06-09;9;6;2018
11484;INN11485;2;0;2;2;Not Selected;0;Room_Type 1;18;Online;0;0;0;99.75;1;0;2017-10-03;3;10;2017
11485;INN11486;2;0;0;2;Meal Plan 1;0;Room_Type 1;182;Online;0;0;0;117.9;2;1;2018-09-30;30;9;2018
11486;INN11487;1;0;0;3;Meal Plan 1;0;Room_Type 1;0;Offline;0;0;0;108.8;0;0;2018-05-10;10;5;2018
11487;INN11488;2;0;0;2;Meal Plan 1;0;Room_Type 1;22;Offline;0;0;0;140.0;0;0;2018-05-20;20;5;2018
11488;INN11489;1;0;0;1;Meal Plan 1;0;Room_Type 1;3;Corporate;1;0;7;66.0;0;0;2018-01-22;22;1;2018
11489;INN11490;2;0;0;1;Meal Plan 1;0;Room_Type 1;18;Online;0;0;0;160.0;1;0;2018-10-21;21;10;2018
11490;INN11491;2;0;2;4;Meal Plan 1;0;Room_Type 1;92;Online;0;0;0;76.5;1;1;2017-08-07;7;8;2017
11491;INN11492;2;1;0;1;Not Selected;0;Room_Type 1;16;Online;0;0;0;112.81;1;1;2018-08-24;24;8;2018
11492;INN11493;2;0;0;3;Meal Plan 1;0;Room_Type 1;71;Offline;0;0;0;95.0;0;0;2017-09-22;22;9;2017
11493;INN11494;1;0;0;1;Meal Plan 1;0;Room_Type 4;4;Corporate;0;0;0;90.0;0;1;2018-05-20;20;5;2018
11494;INN11495;2;0;0;2;Meal Plan 2;0;Room_Type 1;256;Offline;0;0;0;115.0;1;1;2018-06-15;15;6;2018
11495;INN11496;2;0;1;2;Meal Plan 1;0;Room_Type 1;21;Online;0;0;0;200.0;1;0;2018-11-07;7;11;2018
11496;INN11497;2;0;0;3;Meal Plan 1;0;Room_Type 1;69;Online;0;0;0;135.9;2;0;2018-08-16;16;8;2018
11497;INN11498;2;0;1;1;Meal Plan 1;0;Room_Type 1;40;Offline;0;0;0;70.0;0;0;2017-10-05;5;10;2017
11498;INN11499;2;0;1;2;Meal Plan 1;0;Room_Type 4;91;Offline;0;0;0;82.45;0;0;2018-07-15;15;7;2018
11499;INN11500;2;1;2;0;Meal Plan 1;1;Room_Type 1;87;Online;0;0;0;131.0;0;0;2018-12-25;25;12;2018
11500;INN11501;2;0;2;4;Not Selected;0;Room_Type 1;262;Online;0;0;0;63.75;0;1;2018-12-14;14;12;2018
11501;INN11502;2;0;1;1;Meal Plan 2;0;Room_Type 1;301;Offline;0;0;0;115.0;1;1;2018-07-30;30;7;2018
11502;INN11503;2;0;2;1;Not Selected;0;Room_Type 1;49;Online;0;0;0;69.5;0;0;2018-03-05;5;3;2018
11503;INN11504;2;0;1;2;Meal Plan 1;0;Room_Type 1;233;Offline;0;0;0;90.0;0;1;2018-10-14;14;10;2018
11504;INN11505;2;0;1;1;Not Selected;0;Room_Type 1;199;Online;0;0;0;98.1;1;0;2018-10-01;1;10;2018
11505;INN11506;2;0;0;4;Meal Plan 1;0;Room_Type 1;8;Online;0;0;0;91.38;1;0;2018-11-23;23;11;2018
11506;INN11507;2;0;2;5;Not Selected;0;Room_Type 1;30;Online;0;0;0;125.1;1;0;2018-08-15;15;8;2018
11507;INN11508;2;0;0;2;Not Selected;0;Room_Type 1;5;Online;0;0;0;129.0;1;0;2018-08-26;26;8;2018
11508;INN11509;2;1;0;2;Meal Plan 1;0;Room_Type 4;129;Online;0;0;0;101.18;3;0;2018-12-08;8;12;2018
11509;INN11510;2;0;2;1;Meal Plan 1;0;Room_Type 1;221;Offline;0;0;0;65.0;0;0;2017-10-17;17;10;2017
11510;INN11511;2;0;0;3;Meal Plan 1;0;Room_Type 1;276;Offline;0;0;0;116.33;0;1;2018-09-22;22;9;2018
11511;INN11512;1;0;1;2;Meal Plan 1;0;Room_Type 1;195;Offline;0;0;0;76.16;0;0;2018-05-16;16;5;2018
11512;INN11513;2;0;1;3;Not Selected;0;Room_Type 1;47;Online;0;0;0;65.75;0;0;2018-03-07;7;3;2018
11513;INN11514;2;0;0;2;Meal Plan 1;0;Room_Type 1;16;Online;0;0;0;131.0;1;1;2018-07-28;28;7;2018
11514;INN11515;2;0;1;1;Not Selected;1;Room_Type 1;18;Online;0;0;0;127.0;2;0;2018-09-03;3;9;2018
11515;INN11516;3;0;1;2;Meal Plan 1;0;Room_Type 4;99;Online;0;0;0;137.7;2;0;2018-07-15;15;7;2018
11516;INN11517;1;0;1;0;Meal Plan 1;0;Room_Type 1;164;Offline;0;0;0;115.0;0;1;2018-10-16;16;10;2018
11517;INN11518;2;0;0;1;Not Selected;0;Room_Type 1;1;Online;0;0;0;110.71;0;0;2018-07-07;7;7;2018
11518;INN11519;2;0;0;2;Not Selected;0;Room_Type 1;3;Online;0;0;0;83.5;1;0;2018-02-25;25;2;2018
11519;INN11520;2;0;0;1;Meal Plan 1;0;Room_Type 1;182;Online;0;0;0;97.71;1;1;2018-09-03;3;9;2018
11520;INN11521;2;0;0;1;Not Selected;0;Room_Type 1;182;Online;0;0;0;98.1;0;1;2018-10-12;12;10;2018
11521;INN11522;2;0;1;3;Meal Plan 1;0;Room_Type 1;193;Online;0;0;0;149.81;1;1;2017-09-28;28;9;2017
11522;INN11523;2;0;0;2;Meal Plan 1;0;Room_Type 1;4;Online;0;0;0;106.0;2;0;2017-08-19;19;8;2017
11523;INN11524;2;0;1;1;Not Selected;0;Room_Type 1;42;Online;0;0;0;94.5;0;0;2018-04-11;11;4;2018
11524;INN11525;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;Corporate;0;0;0;65.0;0;0;2018-04-01;1;4;2018
11525;INN11526;2;0;1;2;Meal Plan 1;0;Room_Type 1;338;Offline;0;0;0;90.67;1;0;2018-10-07;7;10;2018
11526;INN11527;2;0;2;5;Meal Plan 1;0;Room_Type 4;5;Online;0;0;0;146.0;0;1;2018-03-26;26;3;2018
11527;INN11528;2;0;0;2;Meal Plan 1;0;Room_Type 4;37;Online;0;0;0;132.84;1;1;2018-09-29;29;9;2018
11528;INN11529;1;0;2;3;Meal Plan 1;0;Room_Type 1;1;Online;0;0;0;128.6;0;0;2018-06-26;26;6;2018
11529;INN11530;1;0;1;1;Not Selected;0;Room_Type 1;1;Online;0;0;0;149.0;1;0;2018-09-05;5;9;2018
11530;INN11531;2;3;0;2;Meal Plan 1;0;Room_Type 7;114;Online;0;0;0;266.3;0;1;2018-08-02;2;8;2018
11531;INN11532;2;0;1;3;Meal Plan 1;0;Room_Type 1;161;Online;0;0;0;126.9;0;1;2018-09-15;15;9;2018
11532;INN11533;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;Offline;0;0;0;101.5;0;0;2017-09-18;18;9;2017
11533;INN11534;2;0;2;0;Meal Plan 2;0;Room_Type 1;275;Offline;0;0;0;110.0;0;1;2018-04-17;17;4;2018
11534;INN11535;1;0;1;2;Meal Plan 1;0;Room_Type 1;118;Offline;0;0;0;110.0;0;0;2018-06-06;6;6;2018
11535;INN11536;2;0;1;2;Meal Plan 1;0;Room_Type 1;29;Offline;0;0;0;87.0;0;0;2018-03-04;4;3;2018
11536;INN11537;1;0;0;3;Meal Plan 1;0;Room_Type 1;71;Offline;0;0;0;120.0;0;0;2018-06-14;14;6;2018
11537;INN11538;2;0;0;4;Meal Plan 1;0;Room_Type 1;39;Online;0;0;0;90.95;0;0;2017-11-10;10;11;2017
11538;INN11539;2;0;0;1;Meal Plan 1;0;Room_Type 5;6;Corporate;1;0;2;109.0;0;0;2018-09-27;27;9;2018
11539;INN11540;2;0;2;2;Meal Plan 1;0;Room_Type 4;82;Online;0;0;0;99.45;1;0;2018-04-08;8;4;2018
11540;INN11541;1;0;0;2;Meal Plan 1;0;Room_Type 1;68;Online;0;0;0;86.4;0;0;2018-11-25;25;11;2018
11541;INN11542;2;0;0;2;Meal Plan 2;0;Room_Type 1;256;Offline;0;0;0;115.0;1;1;2018-06-15;15;6;2018
11542;INN11543;2;0;0;3;Meal Plan 1;0;Room_Type 1;22;Online;0;0;0;94.33;2;0;2018-03-03;3;3;2018
11543;INN11544;2;0;2;5;Meal Plan 1;0;Room_Type 1;245;Online;0;0;0;58.36;1;1;2018-12-27;27;12;2018
11544;INN11545;1;0;0;2;Meal Plan 1;0;Room_Type 1;103;Offline;0;0;0;115.0;0;1;2018-04-19;19;4;2018
11545;INN11546;2;1;0;2;Meal Plan 1;0;Room_Type 1;59;Online;0;0;0;121.5;2;0;2018-04-05;5;4;2018
11546;INN11547;1;0;1;0;Not Selected;0;Room_Type 1;4;Online;0;0;0;89.0;0;0;2018-04-11;11;4;2018
11547;INN11548;2;0;0;1;Meal Plan 1;0;Room_Type 1;152;Online;0;0;0;107.0;1;1;2018-04-30;30;4;2018
11548;INN11549;3;0;0;2;Meal Plan 1;0;Room_Type 4;179;Online;0;0;0;141.3;0;1;2018-10-07;7;10;2018
11549;INN11550;2;0;1;1;Meal Plan 1;0;Room_Type 1;4;Offline;0;0;0;116.0;0;0;2018-09-26;26;9;2018
11550;INN11551;2;0;2;1;Meal Plan 1;0;Room_Type 1;22;Online;0;0;0;87.0;1;0;2017-11-14;14;11;2017
11551;INN11552;2;0;1;2;Meal Plan 1;0;Room_Type 1;60;Online;0;0;0;92.7;1;1;2018-04-01;1;4;2018
11552;INN11553;2;0;0;2;Meal Plan 1;0;Room_Type 1;322;Offline;0;0;0;52.0;0;0;2018-12-09;9;12;2018
11553;INN11554;3;0;1;4;Meal Plan 1;0;Room_Type 4;168;Online;0;0;0;130.05;0;1;2018-08-01;1;8;2018
11554;INN11555;2;0;0;2;Meal Plan 1;0;Room_Type 1;29;Online;0;0;0;84.65;0;0;2018-02-05;5;2;2018
